Unnamed: 0,Date,Day_of_Week,Time_Slot,Route_ID,Route_Name,Bus_ID,Driver_ID,Bus_Type,Total_Seats,Seats_Booked,Occupancy_Rate (%),Ticket_Price,Revenue_Per_Trip,Fuel_Consumption_Liters,Fuel_Efficiency_KMPL,Maintenance_Status,Last_Service_Date,Breakdown_Incidents,Disruption_Likelihood,Risk_Score,Delay_Probability,Expense_Per_Trip,Profit_Per_Trip,Weather,Festival_Season,Holiday,Special_Event,Avg_Travel_Time (mins),Delay_Mins,Start_Desitination,End_Destination,Distance_KM,Start_Destination,Avg_Travel_Time_Mins,Weather_Impact,Event_Type
4697,05-03-2024,Tuesday,Morning,381,Surat-Rajkot,GJ03-Sleeper-117,D445,AC,60,54,90,300,28006,70.14,4.35,Needs Repair,27-06-2024,0,0.89,High,0.77,6926,9407,Foggy,1,1,IPL Match,286,10,Vadodara,Rajkot,340,Surat,174,High,Festival
4698,04-06-2024,Tuesday,Night,177,Somnath-Junagadh,GJ07-AC-370,D254,Non-AC,40,31,77.5,300,22134,16.05,4.54,Good,19-03-2024,2,0.25,Low,0.11,6291,8062,Clear,1,0,,126,3,Ahmedabad,Junagadh,85,Somnath,46,Low,Holiday
4699,04-06-2024,Tuesday,Morning,316,Bhavnagar-Rajkot,GJ07-Express-229,D104,Express,50,58,116,150,30787,39,4.54,Good,04-04-2024,3,0.27,Low,0.63,3073,9214,Rainy,0,1,Navratri,289,6,Gandhinagar,Rajkot,190,Bhavnagar,114,Medium,Festival
4700,26-03-2024,Tuesday,Morning,452,Surat-Diu,GJ08-Sleeper-234,D251,Non-AC,60,59,98.33,250,23065,63.64,5.22,Needs Repair,22-06-2024,3,0.39,High,0.44,5186,9056,Rainy,1,0,IPL Match,222,9,Ahmedabad,Diu,285,Surat,176,High,Festival
4701,08-03-2024,Friday,Night,335,Patan-Ahmedabad,GJ04-Non-AC-455,D471,Non-AC,40,45,112.5,200,32413,28.51,4.6,Needs Repair,03-05-2024,3,0.4,Low,0.84,6945,7476,Rainy,1,0,Festival Season,242,19,Vadodara,Ahmedabad,115,Patan,80,Low,Normal
4702,04-02-2024,Sunday,Morning,451,Patan-Ahmedabad,GJ05-AC-109,D496,AC,60,54,90,200,19764,20.01,4.6,Good,30-03-2024,0,0.5,Low,0.65,5701,7739,Clear,1,0,IPL Match,282,27,Ahmedabad,Ahmedabad,115,Patan,65,Medium,Holiday
4703,02-04-2024,Tuesday,Night,381,Bhuj-Gandhidham,GJ08-Express-462,D238,Non-AC,60,32,53.33,250,17731,10.45,4.24,Needs Repair,29-03-2024,3,0.56,Low,0.81,3958,6560,Clear,1,1,Festival Season,120,17,Ahmedabad,Gandhidham,58,Bhuj,42,High,Normal
4704,17-05-2024,Friday,Morning,337,Vadodara-Dwarka,GJ05-Sleeper-174,D455,Non-AC,40,33,82.5,200,27177,65.29,5.29,Needs Repair,13-06-2024,1,0.85,Low,0.32,6834,9635,Clear,1,1,,178,11,Gandhinagar,Dwarka,410,Vadodara,218,Medium,Holiday
4705,01-05-2024,Wednesday,Afternoon,117,Vadodara-Dwarka,GJ06-Express-263,D309,Non-AC,50,59,118,200,37019,96.27,5.1,Needs Repair,15-03-2024,0,0.65,Low,0.74,5205,14698,Clear,1,1,IPL Match,243,16,Surat,Dwarka,410,Vadodara,230,High,Normal
4706,30-05-2024,Thursday,Morning,307,Bhavnagar-Rajkot,GJ02-Non-AC-452,D128,Express,50,46,92,250,23948,47.4,5.97,Needs Repair,23-06-2024,1,0.41,Medium,0.15,6778,5125,Rainy,1,0,,125,5,Ahmedabad,Rajkot,190,Bhavnagar,96,High,Holiday
4707,06-03-2024,Wednesday,Morning,260,Bhavnagar-Rajkot,GJ08-Sleeper-324,D462,Sleeper,50,33,66,200,30731,43.8,4.17,Good,27-01-2024,3,0.63,High,0.76,4816,11115,Clear,0,0,,252,6,Gandhinagar,Rajkot,190,Bhavnagar,105,Medium,Festival
4708,23-03-2024,Saturday,Morning,369,Surat-Rajkot,GJ05-Non-AC-138,D238,AC,40,58,145,200,17701,83.25,4.1,Good,12-05-2024,0,0.34,High,0.31,3805,6302,Clear,0,0,,219,10,Vadodara,Rajkot,340,Surat,235,High,Normal
4709,10-02-2024,Saturday,Morning,408,Rajkot-Porbandar,GJ07-Non-AC-419,D341,AC,60,28,46.67,250,20189,34.08,5.36,Good,28-05-2024,1,0.7,Low,0.23,5285,6601,Foggy,1,0,,254,5,Gandhinagar,Porbandar,185,Rajkot,76,Medium,Festival
4710,09-02-2024,Friday,Morning,312,Dwarka-Bhavnagar,GJ09-AC-418,D116,AC,60,35,58.33,200,35047,72.85,5.29,Needs Repair,08-03-2024,1,0.9,Medium,0.11,6081,11389,Rainy,0,1,IPL Match,148,3,Vadodara,Bhavnagar,330,Dwarka,174,High,Normal
4711,23-02-2024,Friday,Night,382,Surat-Diu,GJ09-Express-154,D369,Express,40,34,85,250,35640,60.59,5.45,Good,07-05-2024,0,0.43,Medium,0.29,5560,7178,Foggy,1,0,IPL Match,178,6,Ahmedabad,Diu,285,Surat,147,Low,Normal
4712,09-06-2024,Sunday,Afternoon,334,Bhavnagar-Rajkot,GJ03-AC-239,D388,Express,40,60,150,150,32631,39.49,5.38,Needs Repair,17-02-2024,3,0.84,Medium,0.83,6605,8458,Foggy,1,0,,285,34,Gandhinagar,Rajkot,190,Bhavnagar,107,Low,Holiday
4713,12-03-2024,Tuesday,Afternoon,402,Dwarka-Bhavnagar,GJ01-Non-AC-203,D115,AC,50,60,120,250,19203,58.86,4.19,Good,29-05-2024,0,0.2,Medium,0.68,5175,5236,Foggy,0,0,,283,10,Gandhinagar,Bhavnagar,330,Dwarka,201,Low,Holiday
4714,26-06-2024,Wednesday,Night,379,Vadodara-Dwarka,GJ06-AC-488,D231,Express,60,52,86.67,250,35536,86.89,5.82,Needs Repair,28-03-2024,0,0.86,High,0.19,6564,8885,Rainy,0,1,Navratri,173,6,Surat,Dwarka,410,Vadodara,270,Medium,Festival
4715,18-03-2024,Monday,Morning,131,Surat-Diu,GJ08-Express-265,D153,Sleeper,50,25,50,150,28303,58.49,4.77,Needs Repair,24-04-2024,1,0.87,Medium,0.78,3056,9894,Rainy,1,1,Festival Season,297,35,Surat,Diu,285,Surat,175,Medium,Festival
4716,04-05-2024,Saturday,Afternoon,291,Gandhinagar-Mehsana,GJ06-Sleeper-436,D104,Sleeper,50,30,60,200,23236,17.26,4.57,Good,24-04-2024,3,0.11,Medium,0.76,4564,9290,Rainy,1,1,Navratri,195,11,Ahmedabad,Mehsana,80,Gandhinagar,40,Low,Holiday
4717,30-04-2024,Tuesday,Night,112,Junagadh-Somnath,GJ05-AC-314,D101,Sleeper,60,50,83.33,250,23840,21.8,5.63,Good,19-03-2024,2,0.57,Low,0.65,5427,7268,Clear,1,1,Festival Season,127,30,Vadodara,Somnath,90,Junagadh,64,High,Festival
4718,08-04-2024,Monday,Afternoon,406,Gandhinagar-Bhuj,GJ05-Express-121,D195,Non-AC,40,34,85,200,21855,80.71,5.65,Good,10-04-2024,0,0.46,Medium,0.72,4303,7581,Clear,1,0,Navratri,203,5,Surat,Bhuj,370,Gandhinagar,216,Low,Normal
4719,01-03-2024,Friday,Afternoon,192,Vadodara-Dwarka,GJ01-Sleeper-132,D140,Sleeper,60,58,96.67,300,22904,65.69,4.42,Needs Repair,17-04-2024,2,0.51,Low,0.26,5089,8201,Rainy,0,0,Navratri,150,10,Gandhinagar,Dwarka,410,Vadodara,257,Low,Holiday
4720,29-01-2024,Monday,Afternoon,398,Bhavnagar-Rajkot,GJ09-Express-156,D176,Sleeper,60,41,68.33,300,16454,41.39,5.64,Needs Repair,02-04-2024,2,0.36,High,0.85,4280,5226,Clear,0,0,Navratri,226,33,Surat,Rajkot,190,Bhavnagar,130,Medium,Holiday
4721,29-06-2024,Saturday,Night,257,Jamnagar-Patan,GJ02-Non-AC-284,D303,Express,60,22,36.67,200,18050,65.55,5.86,Good,27-03-2024,2,0.59,Medium,0.57,6525,5718,Foggy,0,1,Festival Season,260,9,Gandhinagar,Patan,280,Jamnagar,127,Low,Holiday
4722,30-05-2024,Thursday,Afternoon,318,Dwarka-Bhavnagar,GJ05-Sleeper-345,D171,Non-AC,60,23,38.33,250,32871,64.42,4.5,Needs Repair,16-06-2024,1,0.45,Low,0.56,4983,10878,Rainy,1,1,Navratri,195,20,Surat,Bhavnagar,330,Dwarka,191,High,Festival
4723,21-01-2024,Sunday,Morning,291,Somnath-Junagadh,GJ04-AC-358,D394,AC,50,59,118,150,27721,21.22,4.24,Good,06-05-2024,1,0.13,Low,0.86,6423,10620,Clear,0,0,IPL Match,265,41,Vadodara,Junagadh,85,Somnath,49,Medium,Festival
4724,13-03-2024,Wednesday,Afternoon,491,Vadodara-Morbi,GJ05-Sleeper-285,D366,Express,40,48,120,150,21853,44.86,4.85,Needs Repair,06-04-2024,0,0.72,Low,0.3,4736,5088,Clear,1,1,IPL Match,180,2,Gandhinagar,Morbi,260,Vadodara,120,High,Holiday
4725,03-01-2024,Wednesday,Night,152,Jamnagar-Patan,GJ07-Sleeper-312,D456,AC,60,50,83.33,150,29117,54.92,5.96,Good,25-01-2024,2,0.41,Low,0.31,5030,5407,Rainy,0,0,Festival Season,260,5,Surat,Patan,280,Jamnagar,179,Low,Festival
4726,06-01-2024,Saturday,Night,457,Anand-Modasa,GJ01-Express-189,D106,Express,40,46,115,250,17784,38.77,5.33,Needs Repair,03-02-2024,0,0.69,Low,0.42,5079,5231,Foggy,1,0,Navratri,162,18,Gandhinagar,Modasa,160,Anand,74,Low,Festival
4727,22-01-2024,Monday,Afternoon,120,Gandhinagar-Bhuj,GJ01-Sleeper-482,D304,AC,60,25,41.67,300,18161,89.13,5.82,Needs Repair,25-04-2024,0,0.87,Low,0.11,3523,7040,Clear,0,1,IPL Match,258,3,Ahmedabad,Bhuj,370,Gandhinagar,215,Low,Festival
4728,05-01-2024,Friday,Afternoon,421,Junagadh-Somnath,GJ04-Express-293,D301,Non-AC,60,53,88.33,150,24013,17.16,4.17,Needs Repair,15-01-2024,0,0.5,Medium,0.88,3410,5165,Foggy,1,1,Festival Season,137,33,Surat,Somnath,90,Junagadh,36,Medium,Holiday
4729,21-06-2024,Friday,Morning,185,Morbi-Surat,GJ04-Sleeper-307,D270,AC,40,44,110,150,16537,56.65,5.9,Good,03-06-2024,3,0.33,Low,0.54,4999,5303,Foggy,0,1,,177,2,Gandhinagar,Surat,270,Morbi,160,Low,Festival
4730,19-05-2024,Sunday,Afternoon,104,Vadodara-Morbi,GJ04-AC-200,D180,Non-AC,50,37,74,150,31411,48.84,5.97,Needs Repair,05-03-2024,1,0.59,Medium,0.58,3715,7805,Clear,1,0,,127,15,Vadodara,Morbi,260,Vadodara,169,Low,Normal
4731,24-02-2024,Saturday,Morning,390,Ahmedabad-Bhuj,GJ02-Express-129,D309,Sleeper,50,30,60,200,27362,83.41,4.16,Needs Repair,15-03-2024,1,0.64,Low,0.82,4408,9457,Rainy,0,0,,145,31,Ahmedabad,Bhuj,335,Ahmedabad,196,Low,Normal
4732,07-01-2024,Sunday,Morning,415,Patan-Ahmedabad,GJ03-AC-274,D429,Express,60,23,38.33,200,26117,27.55,5.87,Needs Repair,11-01-2024,2,0.89,Medium,0.38,4376,8317,Rainy,1,0,Navratri,127,7,Vadodara,Ahmedabad,115,Patan,71,Medium,Normal
4733,23-03-2024,Saturday,Morning,161,Gandhinagar-Mehsana,GJ07-Express-275,D388,Sleeper,60,33,55,250,25995,15.8,5.92,Good,27-04-2024,0,0.23,High,0.23,5224,9963,Rainy,0,0,Festival Season,226,5,Ahmedabad,Mehsana,80,Gandhinagar,32,High,Normal
4734,20-05-2024,Monday,Night,104,Jamnagar-Patan,GJ09-Sleeper-195,D284,Express,40,43,107.5,150,34174,51.67,5.82,Good,01-01-2024,0,0.74,Low,0.69,6139,10252,Clear,0,0,IPL Match,190,3,Gandhinagar,Patan,280,Jamnagar,156,High,Holiday
4735,15-03-2024,Friday,Afternoon,436,Vadodara-Morbi,GJ02-AC-381,D324,Sleeper,60,43,71.67,250,24633,52.12,4.88,Needs Repair,28-04-2024,1,0.11,High,0.57,6894,6450,Foggy,1,1,Navratri,191,5,Ahmedabad,Morbi,260,Vadodara,170,High,Holiday
4736,02-05-2024,Thursday,Morning,185,Dwarka-Bhavnagar,GJ03-Non-AC-333,D428,Sleeper,50,25,50,300,33409,67.52,5.15,Needs Repair,01-03-2024,1,0.82,Medium,0.88,6435,11557,Foggy,1,0,Festival Season,183,37,Vadodara,Bhavnagar,330,Dwarka,169,High,Normal
4737,18-06-2024,Tuesday,Afternoon,367,Ahmedabad-Bhuj,GJ07-Non-AC-127,D297,Sleeper,50,51,102,250,31392,80.31,4.04,Needs Repair,28-05-2024,1,0.79,High,0.22,5169,6185,Clear,1,0,Festival Season,192,5,Ahmedabad,Bhuj,335,Ahmedabad,187,Low,Holiday
4738,15-03-2024,Friday,Afternoon,109,Jamnagar-Patan,GJ08-Sleeper-424,D169,AC,50,30,60,150,16910,51.55,4.1,Needs Repair,22-06-2024,0,0.23,Low,0.74,4902,5874,Foggy,0,0,Festival Season,266,33,Ahmedabad,Patan,280,Jamnagar,172,Low,Holiday
4739,26-06-2024,Wednesday,Morning,418,Patan-Ahmedabad,GJ07-Sleeper-351,D355,Sleeper,60,45,75,150,29608,22.16,4.4,Good,20-05-2024,0,0.46,Low,0.68,5276,11586,Clear,1,1,,232,7,Ahmedabad,Ahmedabad,115,Patan,70,Low,Festival
4740,10-01-2024,Wednesday,Morning,217,Ahmedabad-Bhuj,GJ09-Express-311,D359,Sleeper,60,50,83.33,300,34600,65.53,5.7,Needs Repair,28-05-2024,1,0.86,Low,0.71,3458,5765,Clear,0,0,Festival Season,291,10,Surat,Bhuj,335,Ahmedabad,200,High,Festival
4741,06-05-2024,Monday,Afternoon,280,Ahmedabad-Junagadh,GJ03-AC-177,D178,Sleeper,60,23,38.33,150,28094,63.86,4.72,Needs Repair,03-01-2024,2,0.83,Low,0.46,3080,10295,Foggy,1,1,,179,13,Gandhinagar,Junagadh,330,Ahmedabad,176,Medium,Holiday
4742,12-06-2024,Wednesday,Afternoon,499,Porbandar-Vadodara,GJ03-AC-421,D299,Express,50,41,82,150,18563,100.9,4.11,Good,05-05-2024,3,0.67,High,0.87,6226,6459,Rainy,0,1,Festival Season,175,31,Ahmedabad,Vadodara,410,Porbandar,197,Medium,Holiday
4743,18-05-2024,Saturday,Morning,466,Ahmedabad-Bhuj,GJ04-Express-382,D215,AC,50,24,48,200,34015,59.98,4.28,Good,17-06-2024,2,0.61,Medium,0.75,3309,6155,Rainy,1,1,Navratri,243,20,Gandhinagar,Bhuj,335,Ahmedabad,197,Low,Holiday
4744,30-03-2024,Saturday,Morning,185,Bhuj-Gandhidham,GJ09-Express-256,D358,Express,60,37,61.67,200,20345,10.28,4.25,Good,07-05-2024,3,0.82,Low,0.62,6619,5993,Foggy,1,0,,185,18,Vadodara,Gandhidham,58,Bhuj,45,Medium,Festival
4745,26-04-2024,Friday,Morning,441,Anand-Modasa,GJ02-AC-262,D415,Sleeper,50,26,52,300,28020,36.11,5.95,Good,26-01-2024,1,0.17,High,0.62,6887,7850,Clear,0,0,Navratri,229,21,Gandhinagar,Modasa,160,Anand,95,Low,Normal
4746,27-05-2024,Monday,Night,423,Vadodara-Morbi,GJ06-Sleeper-288,D258,Express,60,39,65,200,22319,45.3,4.5,Needs Repair,28-01-2024,0,0.81,Low,0.82,6428,7177,Rainy,0,0,Festival Season,192,5,Gandhinagar,Morbi,260,Vadodara,145,High,Holiday
4747,27-05-2024,Monday,Morning,196,Jamnagar-Patan,GJ06-Sleeper-304,D434,Non-AC,50,26,52,250,27878,59.16,4.22,Good,03-06-2024,1,0.24,Medium,0.73,4304,5885,Clear,0,0,,200,29,Ahmedabad,Patan,280,Jamnagar,136,Medium,Festival
4748,09-04-2024,Tuesday,Afternoon,110,Patan-Ahmedabad,GJ04-Express-387,D294,Sleeper,50,37,74,200,20971,20.59,4.85,Good,27-05-2024,0,0.86,Low,0.43,4496,6912,Clear,0,1,,277,21,Gandhinagar,Ahmedabad,115,Patan,66,High,Holiday
4749,13-06-2024,Thursday,Morning,445,Vadodara-Morbi,GJ05-Express-388,D268,Express,50,36,72,150,19317,45.01,5.06,Good,03-05-2024,2,0.69,High,0.53,3952,5548,Foggy,1,0,Festival Season,269,21,Ahmedabad,Morbi,260,Vadodara,138,Medium,Holiday
4750,22-06-2024,Saturday,Night,277,Gandhinagar-Bhuj,GJ05-Sleeper-158,D348,AC,50,39,78,300,21171,90.2,5.79,Needs Repair,19-03-2024,2,0.19,High,0.66,3762,7782,Rainy,0,1,,120,15,Vadodara,Bhuj,370,Gandhinagar,209,Medium,Normal
4751,16-04-2024,Tuesday,Afternoon,478,Dahod-Bhavnagar,GJ08-Sleeper-162,D412,Express,60,24,40,250,35754,86.19,5.92,Good,16-02-2024,3,0.77,High,0.68,6149,10192,Clear,0,1,IPL Match,228,34,Vadodara,Bhavnagar,380,Dahod,235,High,Holiday
4752,31-05-2024,Friday,Morning,155,Morbi-Surat,GJ04-Non-AC-392,D149,Express,50,24,48,300,21243,64.64,4.59,Good,26-03-2024,0,0.33,Low,0.84,3864,7684,Rainy,1,1,Festival Season,238,38,Surat,Surat,270,Morbi,177,High,Holiday
4753,16-01-2024,Tuesday,Night,476,Morbi-Surat,GJ03-Sleeper-282,D258,Sleeper,60,25,41.67,200,23416,50.63,5.14,Needs Repair,08-02-2024,1,0.51,Medium,0.47,5522,6388,Foggy,1,1,Navratri,202,22,Ahmedabad,Surat,270,Morbi,156,Low,Festival
4754,22-02-2024,Thursday,Night,477,Porbandar-Vadodara,GJ06-Sleeper-474,D235,AC,60,49,81.67,250,36769,87.85,5.76,Needs Repair,14-04-2024,0,0.26,High,0.29,5746,14071,Foggy,0,1,IPL Match,283,4,Ahmedabad,Vadodara,410,Porbandar,224,Low,Holiday
4755,29-02-2024,Thursday,Morning,369,Surat-Diu,GJ08-Non-AC-300,D467,Sleeper,40,26,65,300,32675,69.42,4.24,Good,08-05-2024,2,0.61,High,0.43,5257,5134,Clear,1,0,Navratri,134,13,Ahmedabad,Diu,285,Surat,142,High,Holiday
4756,21-04-2024,Sunday,Night,327,Ahmedabad-Junagadh,GJ09-AC-377,D394,AC,60,56,93.33,150,19565,55.82,4.78,Good,27-05-2024,3,0.34,Medium,0.81,5172,6672,Clear,0,1,,125,38,Gandhinagar,Junagadh,330,Ahmedabad,181,Medium,Festival
4757,05-02-2024,Monday,Afternoon,337,Anand-Modasa,GJ09-Sleeper-482,D159,Non-AC,60,60,100,300,15934,31.35,5.01,Good,16-06-2024,0,0.4,High,0.4,4717,5605,Foggy,1,0,Festival Season,215,20,Gandhinagar,Modasa,160,Anand,84,High,Holiday
4758,10-01-2024,Wednesday,Afternoon,350,Patan-Ahmedabad,GJ05-AC-295,D294,Non-AC,50,23,46,300,17034,24.71,4.63,Needs Repair,15-06-2024,3,0.86,Low,0.26,6203,5976,Rainy,1,0,,231,7,Vadodara,Ahmedabad,115,Patan,87,Medium,Normal
4759,03-02-2024,Saturday,Afternoon,181,Surat-Rajkot,GJ08-Non-AC-450,D480,AC,40,52,130,150,33128,72.15,5.48,Needs Repair,31-01-2024,0,0.32,High,0.62,3048,8966,Rainy,1,1,Navratri,264,4,Gandhinagar,Rajkot,340,Surat,195,Medium,Festival
4760,06-05-2024,Monday,Morning,450,Vadodara-Dwarka,GJ07-Non-AC-179,D309,Express,40,40,100,250,36121,72.4,4.16,Good,14-06-2024,3,0.8,Medium,0.17,6277,5462,Clear,1,1,,230,4,Gandhinagar,Dwarka,410,Vadodara,197,Low,Festival
4761,19-01-2024,Friday,Afternoon,357,Gandhinagar-Mehsana,GJ09-AC-194,D151,AC,40,21,52.5,300,21052,15.15,5.21,Good,16-05-2024,2,0.58,Medium,0.2,5189,6574,Foggy,1,0,IPL Match,163,1,Surat,Mehsana,80,Gandhinagar,54,Medium,Holiday
4762,20-05-2024,Monday,Afternoon,485,Surat-Diu,GJ01-Express-464,D347,Express,60,51,85,300,25624,68.67,4.6,Good,30-03-2024,3,0.51,High,0.45,6257,10214,Rainy,1,0,Navratri,154,20,Surat,Diu,285,Surat,178,Medium,Festival
4763,01-04-2024,Monday,Night,452,Dahod-Bhavnagar,GJ07-Sleeper-128,D412,Express,40,58,145,300,34512,91.71,5.51,Needs Repair,13-03-2024,3,0.3,Low,0.38,5491,9455,Clear,1,1,IPL Match,264,2,Ahmedabad,Bhavnagar,380,Dahod,220,High,Normal
4764,29-04-2024,Monday,Afternoon,119,Ahmedabad-Junagadh,GJ08-Non-AC-144,D380,AC,50,41,82,250,20057,68.41,4.26,Good,26-05-2024,1,0.11,High,0.81,3005,6949,Rainy,1,1,,258,14,Surat,Junagadh,330,Ahmedabad,183,Low,Normal
4765,01-06-2024,Saturday,Night,348,Bhuj-Gandhidham,GJ03-AC-141,D252,Sleeper,40,43,107.5,250,33130,12.69,5.9,Needs Repair,27-03-2024,3,0.33,Low,0.72,6177,8215,Clear,0,0,Navratri,210,6,Ahmedabad,Gandhidham,58,Bhuj,43,Medium,Normal
4766,25-06-2024,Tuesday,Night,219,Gandhinagar-Bhuj,GJ01-Sleeper-418,D267,Non-AC,40,38,95,250,23308,56.23,5.89,Needs Repair,22-04-2024,1,0.32,Low,0.2,4281,7338,Clear,1,1,IPL Match,165,9,Surat,Bhuj,370,Gandhinagar,198,High,Normal
4767,07-02-2024,Wednesday,Night,398,Jamnagar-Patan,GJ05-Non-AC-196,D487,Sleeper,40,49,122.5,300,26878,63.35,4.53,Good,03-05-2024,3,0.79,Medium,0.17,4767,8385,Clear,1,0,Festival Season,175,2,Gandhinagar,Patan,280,Jamnagar,174,Medium,Holiday
4768,22-02-2024,Thursday,Night,230,Surat-Rajkot,GJ02-Sleeper-206,D480,Non-AC,50,40,80,200,17609,57.95,5.86,Good,18-05-2024,3,0.47,High,0.28,5408,6322,Foggy,0,1,Festival Season,141,5,Gandhinagar,Rajkot,340,Surat,178,Medium,Festival
4769,17-03-2024,Sunday,Afternoon,489,Patan-Ahmedabad,GJ07-Non-AC-207,D488,AC,40,51,127.5,150,32129,27.64,5.38,Needs Repair,27-04-2024,1,0.55,Low,0.75,5928,7282,Clear,1,0,,276,10,Gandhinagar,Ahmedabad,115,Patan,57,High,Festival
4770,11-02-2024,Sunday,Night,176,Porbandar-Vadodara,GJ06-Non-AC-204,D472,Sleeper,40,23,57.5,150,27902,90.44,4.33,Needs Repair,04-03-2024,0,0.88,High,0.63,3976,6474,Rainy,1,1,IPL Match,183,30,Vadodara,Vadodara,410,Porbandar,228,Medium,Normal
4771,08-04-2024,Monday,Morning,188,Vadodara-Dwarka,GJ05-Non-AC-332,D111,Sleeper,60,50,83.33,250,31656,72.3,4.78,Good,06-03-2024,1,0.61,High,0.21,4853,10192,Rainy,1,1,Navratri,269,5,Gandhinagar,Dwarka,410,Vadodara,238,High,Normal
4772,17-06-2024,Monday,Morning,181,Vadodara-Morbi,GJ03-Non-AC-263,D256,AC,60,23,38.33,250,19403,43.04,5.63,Good,15-03-2024,0,0.38,High,0.13,6688,7578,Rainy,0,1,,177,2,Ahmedabad,Morbi,260,Vadodara,153,High,Holiday
4773,02-03-2024,Saturday,Night,269,Vadodara-Morbi,GJ07-Express-150,D449,Express,60,32,53.33,200,23809,45.84,4.14,Good,26-04-2024,3,0.71,Medium,0.31,6892,5471,Rainy,0,1,,300,6,Surat,Morbi,260,Vadodara,156,Medium,Normal
4774,26-01-2024,Friday,Night,299,Vadodara-Morbi,GJ08-Express-289,D348,Sleeper,40,56,140,150,22141,43.14,4.41,Good,01-04-2024,3,0.54,Low,0.47,6559,7160,Clear,1,0,,292,15,Surat,Morbi,260,Vadodara,121,Low,Holiday
4775,11-01-2024,Thursday,Night,317,Bhuj-Gandhidham,GJ02-AC-219,D115,Sleeper,60,50,83.33,300,27640,13.76,5.68,Needs Repair,10-01-2024,2,0.71,Low,0.74,6711,10955,Foggy,1,0,Navratri,270,37,Gandhinagar,Gandhidham,58,Bhuj,22,High,Festival
4776,27-02-2024,Tuesday,Morning,366,Ahmedabad-Junagadh,GJ04-AC-398,D491,AC,40,36,90,200,22597,52.25,5.22,Good,25-02-2024,0,0.78,Low,0.68,4378,8969,Clear,1,1,IPL Match,225,10,Surat,Junagadh,330,Ahmedabad,210,Medium,Holiday
4777,08-04-2024,Monday,Afternoon,500,Ahmedabad-Junagadh,GJ09-Non-AC-468,D478,Sleeper,60,42,70,150,27653,54.72,5.22,Good,12-06-2024,1,0.62,Medium,0.59,5079,9714,Clear,0,1,,283,16,Gandhinagar,Junagadh,330,Ahmedabad,192,Medium,Festival
4778,04-05-2024,Saturday,Morning,404,Dahod-Bhavnagar,GJ08-Sleeper-139,D301,Express,40,21,52.5,200,35409,89.55,5.98,Needs Repair,23-04-2024,1,0.74,High,0.62,6713,7895,Foggy,0,1,IPL Match,179,25,Surat,Bhavnagar,380,Dahod,229,Low,Normal
4779,02-05-2024,Thursday,Afternoon,224,Vadodara-Dwarka,GJ05-Sleeper-314,D256,Non-AC,50,58,116,150,25803,68.56,4.06,Good,25-05-2024,3,0.24,Low,0.21,6854,8807,Clear,1,1,Navratri,274,3,Surat,Dwarka,410,Vadodara,199,Low,Holiday
4780,24-04-2024,Wednesday,Night,328,Junagadh-Somnath,GJ08-AC-369,D353,AC,40,56,140,250,17425,16.84,5.84,Good,30-04-2024,3,0.18,High,0.76,4040,6458,Rainy,1,0,Festival Season,235,37,Vadodara,Somnath,90,Junagadh,41,High,Normal
4781,06-04-2024,Saturday,Afternoon,450,Ahmedabad-Junagadh,GJ07-Non-AC-267,D384,Express,40,37,92.5,150,26251,57.79,4.93,Needs Repair,24-02-2024,2,0.46,Medium,0.71,3571,7306,Clear,1,1,IPL Match,169,19,Ahmedabad,Junagadh,330,Ahmedabad,196,Medium,Festival
4782,08-02-2024,Thursday,Afternoon,234,Somnath-Junagadh,GJ07-Non-AC-244,D483,Non-AC,40,29,72.5,300,32229,16.55,5.65,Needs Repair,09-03-2024,3,0.82,Medium,0.48,3985,6272,Foggy,1,1,IPL Match,227,11,Gandhinagar,Junagadh,85,Somnath,65,Medium,Festival
4783,19-04-2024,Friday,Morning,493,Gandhinagar-Bhuj,GJ02-AC-489,D446,Sleeper,60,57,95,250,17155,67,5.18,Needs Repair,11-03-2024,2,0.35,High,0.47,3934,6741,Foggy,0,1,,208,18,Vadodara,Bhuj,370,Gandhinagar,220,Medium,Holiday
4784,19-04-2024,Friday,Afternoon,257,Gandhinagar-Bhuj,GJ04-Express-329,D152,AC,60,59,98.33,300,27371,57.09,4.02,Needs Repair,27-06-2024,1,0.81,Medium,0.4,3493,10301,Foggy,0,1,IPL Match,196,7,Ahmedabad,Bhuj,370,Gandhinagar,230,Medium,Festival
4785,08-04-2024,Monday,Afternoon,221,Gandhinagar-Bhuj,GJ01-Non-AC-151,D361,Express,50,25,50,150,30645,65.2,5.48,Good,19-06-2024,0,0.79,High,0.81,5023,9254,Foggy,0,0,Festival Season,140,10,Gandhinagar,Bhuj,370,Gandhinagar,253,Low,Normal
4786,13-05-2024,Monday,Afternoon,420,Somnath-Junagadh,GJ08-Non-AC-305,D350,AC,50,33,66,300,21707,20.43,4.48,Good,08-06-2024,1,0.61,Low,0.86,5935,6983,Rainy,1,1,Festival Season,169,21,Surat,Junagadh,85,Somnath,62,Medium,Normal
4787,17-06-2024,Monday,Afternoon,462,Jamnagar-Patan,GJ09-AC-412,D289,Non-AC,50,58,116,250,19074,47.99,5.57,Needs Repair,06-06-2024,0,0.29,High,0.67,5773,5127,Foggy,1,0,Navratri,280,13,Vadodara,Patan,280,Jamnagar,167,Low,Normal
